Unit,JTemp,Current,Hours,RelativeChange
108,94,30,138,0.9807
108,94,30,234,0.9511
108,94,30,330,0.9215
108,94,30,402,0.9103
108,94,30,498,0.891
108,94,30,570,0.8778
108,94,30,666,0.864
108,94,30,738,0.8538
108,94,30,834,0.8429
108,94,30,906,0.8332
109,94,30,0,1
109,94,30,18,0.9968
109,94,30,42,1.0025
109,94,30,66,0.9982
109,94,30,138,0.9805
109,94,30,234,0.9499
109,94,30,330,0.9229
109,94,30,402,0.911
109,94,30,498,0.8912
109,94,30,570,0.8815
109,94,30,666,0.8669
109,94,30,738,0.8568
109,94,30,834,0.8466
109,94,30,906,0.8379
110,94,30,0,1
110,94,30,18,0.9975
110,94,30,42,1.0054
110,94,30,66,0.999
110,94,30,138,0.9793
110,94,30,234,0.9455
110,94,30,330,0.9195
110,94,30,402,0.9064
110,94,30,498,0.8852
110,94,30,570,0.8765
110,94,30,666,0.8623
110,94,30,738,0.8508
110,94,30,834,0.8379
110,94,30,906,0.8321
111,94,30,0,1
111,94,30,18,0.9963
111,94,30,42,1.0045
111,94,30,66,0.9991
111,94,30,138,0.9797
111,94,30,234,0.9491
111,94,30,330,0.9226
111,94,30,402,0.9112
111,94,30,498,0.8913
111,94,30,570,0.8814
111,94,30,666,0.8695
111,94,30,738,0.8578
111,94,30,834,0.8443
111,94,30,906,0.8349
112,94,30,0,1
112,94,30,18,1.0054
112,94,30,42,1.0097
112,94,30,66,1.0042
112,94,30,138,0.9798
112,94,30,234,0.9506
112,94,30,330,0.9183
112,94,30,402,0.9097
112,94,30,498,0.8897
112,94,30,570,0.8746
112,94,30,666,0.8681
112,94,30,738,0.8533
112,94,30,834,0.8398
112,94,30,906,0.8271
113,94,30,0,1
113,94,30,18,1.0036
113,94,30,42,1.0078
113,94,30,66,0.9994
113,94,30,138,0.9671
113,94,30,234,0.9436
113,94,30,330,0.9118
113,94,30,402,0.905
113,94,30,498,0.8867
113,94,30,570,0.8718
113,94,30,666,0.8596
113,94,30,738,0.8493
113,94,30,834,0.8392
113,94,30,906,0.8258
114,94,30,0,1
114,94,30,18,0.9992
114,94,30,42,1.0078
114,94,30,66,1.0037
114,94,30,138,0.9861
114,94,30,234,0.9596
114,94,30,330,0.9375
114,94,30,402,0.9293
114,94,30,498,0.9117
114,94,30,570,0.9003
114,94,30,666,0.8875
114,94,30,738,0.879
114,94,30,834,0.8737
114,94,30,906,0.8648
115,94,30,0,1
115,94,30,18,0.9926
115,94,30,42,1.0023
115,94,30,66,0.9972
115,94,30,138,0.9825
115,94,30,234,0.9466
115,94,30,330,0.9214
115,94,30,402,0.9081
115,94,30,498,0.89
115,94,30,570,0.8807
115,94,30,666,0.8667
115,94,30,738,0.8545
115,94,30,834,0.8439
115,94,30,906,0.8371
116,94,30,0,1
116,94,30,18,0.9978
116,94,30,42,1.0028
116,94,30,66,0.9989
116,94,30,138,0.9754
116,94,30,234,0.9504
116,94,30,330,0.9225
116,94,30,402,0.9092
116,94,30,498,0.8919
116,94,30,570,0.881
116,94,30,666,0.8707
116,94,30,738,0.8575
116,94,30,834,0.8411
116,94,30,906,0.8336
117,94,30,0,1
117,94,30,18,1.0041
117,94,30,42,1.0044
117,94,30,66,0.9998
117,94,30,138,0.9755
117,94,30,234,0.9444
117,94,30,330,0.915
117,94,30,402,0.9054
117,94,30,498,0.8872
117,94,30,570,0.8747
117,94,30,666,0.8667
117,94,30,738,0.8562
117,94,30,834,0.8423
117,94,30,906,0.8324
118,94,30,0,1
118,94,30,18,0.9992
118,94,30,42,1.0034
118,94,30,66,0.9992
118,94,30,138,0.9786
118,94,30,234,0.9484
118,94,30,330,0.9216
118,94,30,402,0.915
118,94,30,498,0.8969
118,94,30,570,0.8842
118,94,30,666,0.8727
118,94,30,738,0.8476
118,94,30,834,0.8401
118,94,30,906,0.8282
119,94,30,0,1
119,94,30,18,0.9987
119,94,30,42,1.0088
119,94,30,66,1.0025
119,94,30,138,0.97
119,94,30,234,0.9352
119,94,30,330,0.9058
119,94,30,402,0.8971
119,94,30,498,0.8866
119,94,30,570,0.8738
119,94,30,666,0.8586
119,94,30,738,0.8317
119,94,30,834,0.8355
119,94,30,906,0.8231
120,94,30,0,1
120,94,30,18,0.9969
120,94,30,42,1.007
120,94,30,66,0.9993
120,94,30,138,0.9733
120,94,30,234,0.9375
120,94,30,330,0.9109
120,94,30,402,0.8998
120,94,30,498,0.8861
120,94,30,570,0.8768
120,94,30,666,0.8638
120,94,30,738,0.8491
120,94,30,834,0.8403
120,94,30,906,0.8349
121,94,30,0,1
121,94,30,18,1.0015
121,94,30,42,1.009
121,94,30,66,1.0034
121,94,30,138,0.9819
121,94,30,234,0.9492
121,94,30,330,0.9329
121,94,30,402,0.9296
121,94,30,498,0.9224
121,94,30,570,0.8891
121,94,30,666,0.9019
121,94,30,738,0.8804
121,94,30,834,0.8787
121,94,30,906,0.8705
122,94,30,0,1
122,94,30,18,0.9985
122,94,30,42,0.9979
122,94,30,66,0.9937
122,94,30,138,0.9706
122,94,30,234,0.9451
122,94,30,330,0.9183
122,94,30,402,0.9128
122,94,30,498,0.8988
122,94,30,570,0.8845
122,94,30,666,0.8768
122,94,30,738,0.8607
122,94,30,834,0.8502
122,94,30,906,0.8397
123,94,30,0,1
123,94,30,18,0.9981
123,94,30,42,1.0019
123,94,30,66,0.9994
123,94,30,138,0.973
123,94,30,234,0.9398
123,94,30,330,0.9171
123,94,30,402,0.9097
123,94,30,498,0.8923
123,94,30,570,0.8795
123,94,30,666,0.8662
123,94,30,738,0.8543
123,94,30,834,0.8464
123,94,30,906,0.8334
124,94,30,0,1
124,94,30,18,0.9965
124,94,30,42,1.004
124,94,30,66,1.0019
124,94,30,138,0.9754
124,94,30,234,0.9421
124,94,30,330,0.921
124,94,30,402,0.9057
124,94,30,498,0.8872
124,94,30,570,0.879
124,94,30,666,0.8658
124,94,30,738,0.8492
124,94,30,834,0.8432
124,94,30,906,0.8317
125,94,30,0,1
125,94,30,18,0.9991
125,94,30,42,1.0074
125,94,30,66,0.9969
125,94,30,138,0.9668
125,94,30,234,0.9329
125,94,30,330,0.9094
125,94,30,402,0.899
125,94,30,498,0.88
125,94,30,570,0.8707
125,94,30,666,0.8567
125,94,30,738,0.8445
125,94,30,834,0.8354
125,94,30,906,0.8269
126,94,30,0,1
126,94,30,18,1.0041
126,94,30,42,1.0084
126,94,30,66,1.003
126,94,30,138,0.9807
126,94,30,234,0.9518
126,94,30,330,0.9216
126,94,30,402,0.9169
126,94,30,498,0.9004
126,94,30,570,0.8887
126,94,30,666,0.8797
126,94,30,738,0.8709
126,94,30,834,0.8561
126,94,30,906,0.8503
127,94,30,0,1
127,94,30,18,1.0025
127,94,30,42,1.0055
127,94,30,66,1.0042
127,94,30,138,0.9772
127,94,30,234,0.948
127,94,30,330,0.9182
127,94,30,402,0.9148
127,94,30,498,0.8987
127,94,30,570,0.884
127,94,30,666,0.8737
127,94,30,738,0.8668
127,94,30,834,0.8544
127,94,30,906,0.8424
128,94,30,0,1
128,94,30,18,0.9959
128,94,30,42,1.0007
128,94,30,66,0.9992
128,94,30,138,0.9751
128,94,30,234,0.9428
128,94,30,330,0.9191
128,94,30,402,0.9116
128,94,30,498,0.897
128,94,30,570,0.8817
128,94,30,666,0.8695
128,94,30,738,0.8601
128,94,30,834,0.8527
128,94,30,906,0.8399
129,94,30,0,1
129,94,30,18,0.9949
129,94,30,42,1.002
129,94,30,66,0.9999
129,94,30,138,0.9811
129,94,30,234,0.9465
129,94,30,330,0.9239
129,94,30,402,0.908
129,94,30,498,0.8929
129,94,30,570,0.8853
129,94,30,666,0.8712
129,94,30,738,0.8572
129,94,30,834,0.85
129,94,30,906,0.84
130,94,30,0,1
130,94,30,18,0.9986
130,94,30,42,0.9918
130,94,30,66,0.9906
130,94,30,138,0.9713
130,94,30,234,0.9476
130,94,30,330,0.9201
130,94,30,402,0.9071
130,94,30,498,0.8901
130,94,30,570,0.8728
130,94,30,666,0.867
130,94,30,738,0.8533
130,94,30,834,0.8416
130,94,30,906,0.8349
201,61,30,0,1
201,61,30,18,1.0079
201,61,30,42,1.0088
201,61,30,66,0.9999
201,61,30,138,1.004
201,61,30,234,0.9884
201,61,30,330,0.974
201,61,30,402,0.9639
201,61,30,498,0.9456
201,61,30,570,0.9316
201,61,30,666,0.9259
201,61,30,738,0.9195
201,61,30,834,0.9063
201,61,30,906,0.901
202,61,30,0,1
202,61,30,18,1.0066
202,61,30,42,1.0042
202,61,30,66,1.0014
202,61,30,138,1.0044
202,61,30,234,0.987
202,61,30,330,0.9617
202,61,30,402,0.9482
202,61,30,498,0.9312
202,61,30,570,0.92
202,61,30,666,0.9112
202,61,30,738,0.9001
202,61,30,834,0.8901
202,61,30,906,0.8803
203,61,30,0,1
203,61,30,18,0.9962
203,61,30,42,1.0028
203,61,30,66,1.0011
203,61,30,138,1.0046
203,61,30,234,0.9957
203,61,30,330,0.9677
203,61,30,402,0.952
203,61,30,498,0.9355
203,61,30,570,0.9205
203,61,30,666,0.911
203,61,30,738,0.9036
203,61,30,834,0.8918
203,61,30,906,0.8796
204,61,30,0,1
204,61,30,18,0.9998
204,61,30,42,1.0077
204,61,30,66,1.0034
204,61,30,138,1.0053
204,61,30,234,0.9921
204,61,30,330,0.9673
204,61,30,402,0.9531
204,61,30,498,0.9337
204,61,30,570,0.9195
204,61,30,666,0.9081
204,61,30,738,0.8985
204,61,30,834,0.8867
204,61,30,906,0.8779
205,61,30,0,1
205,61,30,18,1.002
205,61,30,42,1.0109
205,61,30,66,1.0036
205,61,30,138,1.0071
205,61,30,234,0.9925
205,61,30,330,0.9718
205,61,30,402,0.9581
205,61,30,498,0.9398
205,61,30,570,0.9291
205,61,30,666,0.915
205,61,30,738,0.9055
205,61,30,834,0.8947
205,61,30,906,0.8904
206,61,30,0,1
206,61,30,18,1.0013
206,61,30,42,1.0032
206,61,30,66,0.9971
206,61,30,138,0.999
206,61,30,234,0.9629
206,61,30,330,0.9555
206,61,30,402,0.9399
206,61,30,498,0.9162
206,61,30,570,0.9145
206,61,30,666,0.9006
206,61,30,738,0.88
206,61,30,834,0.8717
206,61,30,906,0.8716
207,61,30,0,1
207,61,30,18,0.9999
207,61,30,42,1.0033
207,61,30,66,1.001
207,61,30,138,1.0023
207,61,30,234,0.9899
207,61,30,330,0.9719
207,61,30,402,0.9622
207,61,30,498,0.9528
207,61,30,570,0.9459
207,61,30,666,0.9394
207,61,30,738,0.928
207,61,30,834,0.9171
207,61,30,906,0.9085
208,61,30,0,1
208,61,30,18,1.0021
208,61,30,42,1.0093
208,61,30,66,1.0076
208,61,30,138,1.0118
208,61,30,234,1.0046
208,61,30,330,0.9785
208,61,30,402,0.9667
208,61,30,498,0.9534
208,61,30,570,0.9371
208,61,30,666,0.9304
208,61,30,738,0.9228
208,61,30,834,0.9105
208,61,30,906,0.8992
209,61,30,0,1
209,61,30,18,1.0042
209,61,30,42,1.0135
209,61,30,66,1.01
209,61,30,138,1.0128
209,61,30,234,0.9971
209,61,30,330,0.9782
209,61,30,402,0.9603
209,61,30,498,0.9456
209,61,30,570,0.9304
209,61,30,666,0.9212
209,61,30,738,0.9137
209,61,30,834,0.9033
209,61,30,906,0.8954
210,61,30,0,1
210,61,30,18,1.0032
210,61,30,42,1.0112
210,61,30,66,1.0044
210,61,30,138,1.005
210,61,30,234,0.985
210,61,30,330,0.9629
210,61,30,402,0.947
210,61,30,498,0.9275
210,61,30,570,0.9155
210,61,30,666,0.904
210,61,30,738,0.8942
210,61,30,834,0.8845
210,61,30,906,0.8804
211,61,30,0,1
211,61,30,18,1.0028
211,61,30,42,1.0119
211,61,30,66,1.0039
211,61,30,138,1.0066
211,61,30,234,0.9908
211,61,30,330,0.9703
211,61,30,402,0.9521
211,61,30,498,0.9335
211,61,30,570,0.9251
211,61,30,666,0.9127
211,61,30,738,0.9012
211,61,30,834,0.8909
211,61,30,906,0.8845
212,61,30,0,1
212,61,30,18,0.9995
212,61,30,42,1.0088
212,61,30,66,1.0028
212,61,30,138,1.0062
212,61,30,234,0.9871
212,61,30,330,0.9628
212,61,30,402,0.9421
212,61,30,498,0.928
212,61,30,570,0.92
212,61,30,666,0.9091
212,61,30,738,0.8957
212,61,30,834,0.8861
212,61,30,906,0.8749
213,61,30,0,1
213,61,30,18,0.996
213,61,30,42,1.0069
213,61,30,66,1.001
213,61,30,138,0.9993
213,61,30,234,0.9827
213,61,30,330,0.9553
213,61,30,402,0.9398
213,61,30,498,0.9242
213,61,30,570,0.9106
213,61,30,666,0.9021
213,61,30,738,0.8889
213,61,30,834,0.8809
213,61,30,906,0.8692
214,61,30,0,1
214,61,30,18,0.9978
214,61,30,42,1.0079
214,61,30,66,1.003
214,61,30,138,1.0014
214,61,30,234,0.9886
214,61,30,330,0.9666
214,61,30,402,0.9517
214,61,30,498,0.9327
214,61,30,570,0.9166
214,61,30,666,0.9064
214,61,30,738,0.8973
214,61,30,834,0.8896
214,61,30,906,0.8804
215,61,30,0,1
215,61,30,18,0.9988
215,61,30,42,1.0063
215,61,30,66,1.001
215,61,30,138,1.0025
215,61,30,234,0.9828
215,61,30,330,0.961
215,61,30,402,0.9437
215,61,30,498,0.9253
215,61,30,570,0.9136
215,61,30,666,0.9017
215,61,30,738,0.8921
215,61,30,834,0.8827
215,61,30,906,0.8778
216,61,30,0,1
216,61,30,18,1.0067
216,61,30,42,1.0106
216,61,30,66,1.0075
216,61,30,138,1.0104
216,61,30,234,1.0017
216,61,30,330,0.9812
216,61,30,402,0.9666
216,61,30,498,0.9526
216,61,30,570,0.942
216,61,30,666,0.9297
216,61,30,738,0.9195
216,61,30,834,0.9055
216,61,30,906,0.9001
217,61,30,0,1
217,61,30,18,1.0041
217,61,30,42,1.0083
217,61,30,66,1.0061
217,61,30,138,1.0124
217,61,30,234,1
217,61,30,330,0.9793
217,61,30,402,0.9667
217,61,30,498,0.9506
217,61,30,570,0.9371
217,61,30,666,0.9288
217,61,30,738,0.9202
217,61,30,834,0.9069
217,61,30,906,0.8974
218,61,30,0,1
218,61,30,18,0.9991
218,61,30,42,1.0079
218,61,30,66,1.0071
218,61,30,138,1.0101
218,61,30,234,1.0049
218,61,30,330,0.9805
218,61,30,402,0.9673
218,61,30,498,0.9503
218,61,30,570,0.9338
218,61,30,666,0.9267
218,61,30,738,0.9008
218,61,30,834,0.889
218,61,30,906,0.879
219,61,30,0,1
219,61,30,18,0.9996
219,61,30,42,1.0089
219,61,30,66,1.0063
219,61,30,138,1.0013
219,61,30,234,0.9846
219,61,30,330,0.957
219,61,30,402,0.9461
219,61,30,498,0.9302
219,61,30,570,0.9173
219,61,30,666,0.9049
219,61,30,738,0.8802
219,61,30,834,0.8842
219,61,30,906,0.8751
220,61,30,0,1
220,61,30,18,1.0066
220,61,30,42,1.0191
220,61,30,66,1.0103
220,61,30,138,1.0107
220,61,30,234,0.997
220,61,30,330,0.9842
220,61,30,402,0.9694
220,61,30,498,0.953
220,61,30,570,0.9426
220,61,30,666,0.9281
220,61,30,738,0.9124
220,61,30,834,0.9061
220,61,30,906,0.9036
221,61,30,0,1
221,61,30,18,1.0054
221,61,30,42,1.0092
221,61,30,66,1.0077
221,61,30,138,1.0102
221,61,30,234,0.9958
221,61,30,330,0.9783
221,61,30,402,0.9638
221,61,30,498,0.9513
221,61,30,570,0.9235
221,61,30,666,0.923
221,61,30,738,0.9074
221,61,30,834,0.9068
221,61,30,906,0.899
222,61,30,0,1
222,61,30,18,0.9992
222,61,30,42,1.0057
222,61,30,66,1.0024
222,61,30,138,1.0037
222,61,30,234,0.9929
222,61,30,330,0.9657
222,61,30,402,0.9501
222,61,30,498,0.9353
222,61,30,570,0.9175
222,61,30,666,0.9098
222,61,30,738,0.8995
222,61,30,834,0.8887
222,61,30,906,0.8792
223,61,30,0,1
223,61,30,18,0.9969
223,61,30,42,1.006
223,61,30,66,1.0029
223,61,30,138,1.0015
223,61,30,234,0.9928
223,61,30,330,0.9646
223,61,30,402,0.9507
223,61,30,498,0.9361
223,61,30,570,0.917
223,61,30,666,0.9143
223,61,30,738,0.904
223,61,30,834,0.8938
223,61,30,906,0.8849
224,61,30,0,1
224,61,30,18,1.0027
224,61,30,42,1.0091
224,61,30,66,0.9994
224,61,30,138,0.9988
224,61,30,234,0.987
224,61,30,330,0.9633
224,61,30,402,0.9513
224,61,30,498,0.9336
224,61,30,570,0.9232
224,61,30,666,0.9157
224,61,30,738,0.9037
224,61,30,834,0.8943
224,61,30,906,0.888
225,61,30,0,1
225,61,30,18,1.0048
225,61,30,42,1.008
225,61,30,66,1.0046
225,61,30,138,1.0084
225,61,30,234,0.9932
225,61,30,330,0.9778
225,61,30,402,0.9603
225,61,30,498,0.9427
225,61,30,570,0.9376
225,61,30,666,0.9227
225,61,30,738,0.9123
225,61,30,834,0.9057
225,61,30,906,0.901
226,61,30,0,1
226,61,30,18,1.0001
226,61,30,42,1.0095
226,61,30,66,1.0057
226,61,30,138,1.007
226,61,30,234,0.9892
226,61,30,330,0.9656
226,61,30,402,0.9477
226,61,30,498,0.9301
226,61,30,570,0.9198
226,61,30,666,0.9065
226,61,30,738,0.8979
226,61,30,834,0.8877
226,61,30,906,0.8807
227,61,30,0,1
227,61,30,18,0.9971
227,61,30,42,1.009
227,61,30,66,1.0078
227,61,30,138,1.005
227,61,30,234,0.9963
227,61,30,330,0.971
227,61,30,402,0.9573
227,61,30,498,0.9423
227,61,30,570,0.9252
227,61,30,666,0.917
227,61,30,738,0.9086
227,61,30,834,0.8977
227,61,30,906,0.8876
228,61,30,0,1
228,61,30,18,1.0004
228,61,30,42,1.0112
228,61,30,66,1.0061
228,61,30,138,1.0038
228,61,30,234,0.9998
228,61,30,330,0.9747
228,61,30,402,0.9606
228,61,30,498,0.9423
228,61,30,570,0.9211
228,61,30,666,0.916
228,61,30,738,0.9031
228,61,30,834,0.8947
228,61,30,906,0.8852
229,61,30,0,1
229,61,30,18,1.0057
229,61,30,42,1.0135
229,61,30,66,1.0054
229,61,30,138,1.0062
229,61,30,234,0.9926
229,61,30,330,0.9675
229,61,30,402,0.9477
229,61,30,498,0.9275
229,61,30,570,0.9149
229,61,30,666,0.9062
229,61,30,738,0.8917
229,61,30,834,0.8829
229,61,30,906,0.8749
230,61,30,0,1
230,61,30,18,1.0051
230,61,30,42,0.9945
230,61,30,66,0.9885
230,61,30,138,0.9923
230,61,30,234,0.9921
230,61,30,330,0.9582
230,61,30,402,0.9433
230,61,30,498,0.9237
230,61,30,570,0.9063
230,61,30,666,0.8948
230,61,30,738,0.8869
230,61,30,834,0.8766
230,61,30,906,0.8673
301,110,40,0,1
301,110,40,18,1.0088
301,110,40,42,1.0054
301,110,40,66,0.984
301,110,40,138,0.9399
301,110,40,234,0.9088
301,110,40,330,0.8817
301,110,40,402,0.8672
301,110,40,498,0.848
301,110,40,570,0.8348
301,110,40,666,0.8146
301,110,40,738,0.8019
301,110,40,834,0.7804
301,110,40,906,0.768
302,110,40,0,1
302,110,40,18,0.9984
302,110,40,42,0.9908
302,110,40,66,0.9765
302,110,40,138,0.9355
302,110,40,234,0.9093
302,110,40,330,0.8842
302,110,40,402,0.8711
302,110,40,498,0.8521
302,110,40,570,0.8405
302,110,40,666,0.8163
302,110,40,738,0.8069
302,110,40,834,0.792
302,110,40,906,0.7803
303,110,40,0,1
303,110,40,18,0.9876
303,110,40,42,0.9803
303,110,40,66,0.9642
303,110,40,138,0.9231
303,110,40,234,0.8949
303,110,40,330,0.8695
303,110,40,402,0.8573
303,110,40,498,0.8376
303,110,40,570,0.8261
303,110,40,666,0.8048
303,110,40,738,0.7929
303,110,40,834,0.7821
303,110,40,906,0.7696
304,110,40,0,1
304,110,40,18,0.9851
304,110,40,42,0.9806
304,110,40,66,0.9645
304,110,40,138,0.9234
304,110,40,234,0.8958
304,110,40,330,0.872
304,110,40,402,0.863
304,110,40,498,0.8424
304,110,40,570,0.8296
304,110,40,666,0.8098
304,110,40,738,0.7963
304,110,40,834,0.7822
304,110,40,906,0.7683
305,110,40,0,1
305,110,40,18,0.9907
305,110,40,42,0.9858
305,110,40,66,0.9768
305,110,40,138,0.935
305,110,40,234,0.908
305,110,40,330,0.8805
305,110,40,402,0.8707
305,110,40,498,0.8532
305,110,40,570,0.8394
305,110,40,666,0.8215
305,110,40,738,0.8082
305,110,40,834,0.7927
305,110,40,906,0.7785
306,110,40,0,1
306,110,40,18,0.9926
306,110,40,42,0.9799
306,110,40,66,0.9626
306,110,40,138,0.9189
306,110,40,234,0.8882
306,110,40,330,0.8673
306,110,40,402,0.8548
306,110,40,498,0.8356
306,110,40,570,0.8191
306,110,40,666,0.7978
306,110,40,738,0.7744
306,110,40,834,0.7631
306,110,40,906,0.7521
307,110,40,0,1
307,110,40,18,1.0065
307,110,40,42,0.9999
307,110,40,66,0.9853
307,110,40,138,0.9408
307,110,40,234,0.9051
307,110,40,330,0.8814
307,110,40,402,0.8676
307,110,40,498,0.8484
307,110,40,570,0.8348
307,110,40,666,0.8157
307,110,40,738,0.8021
307,110,40,834,0.7913
307,110,40,906,0.781
308,110,40,0,1
308,110,40,18,0.9912
308,110,40,42,0.9865
308,110,40,66,0.9697
308,110,40,138,0.9268
308,110,40,234,0.8935
308,110,40,330,0.8699
308,110,40,402,0.8593
308,110,40,498,0.8392
308,110,40,570,0.8261
308,110,40,666,0.8071
308,110,40,738,0.7941
308,110,40,834,0.782
308,110,40,906,0.7675
309,110,40,0,1
309,110,40,18,0.9906
309,110,40,42,0.9884
309,110,40,66,0.9769
309,110,40,138,0.9344
309,110,40,234,0.9068
309,110,40,330,0.8829
309,110,40,402,0.8722
309,110,40,498,0.852
309,110,40,570,0.8394
309,110,40,666,0.8205
309,110,40,738,0.8071
309,110,40,834,0.7944
309,110,40,906,0.7806
310,110,40,0,1
310,110,40,18,0.9884
310,110,40,42,0.9834
310,110,40,66,0.9731
310,110,40,138,0.9299
310,110,40,234,0.9062
310,110,40,330,0.881
310,110,40,402,0.8687
310,110,40,498,0.8495
310,110,40,570,0.8353
310,110,40,666,0.8135
310,110,40,738,0.7985
310,110,40,834,0.7841
310,110,40,906,0.7698
311,110,40,0,1
311,110,40,18,0.9893
311,110,40,42,0.9806
311,110,40,66,0.9657
311,110,40,138,0.9193
311,110,40,234,0.8915
311,110,40,330,0.8675
311,110,40,402,0.8537
311,110,40,498,0.8349
311,110,40,570,0.8215
311,110,40,666,0.8003
311,110,40,738,0.7864
311,110,40,834,0.7715
311,110,40,906,0.7576
312,110,40,0,1
312,110,40,18,0.9833
312,110,40,42,0.9744
312,110,40,66,0.9629
312,110,40,138,0.9266
312,110,40,234,0.8913
312,110,40,330,0.8649
312,110,40,402,0.8512
312,110,40,498,0.8317
312,110,40,570,0.8196
312,110,40,666,0.8028
312,110,40,738,0.7874
312,110,40,834,0.7779
312,110,40,906,0.7632
313,110,40,0,1
313,110,40,18,0.9839
313,110,40,42,0.9759
313,110,40,66,0.9562
313,110,40,138,0.9148
313,110,40,234,0.8858
313,110,40,330,0.859
313,110,40,402,0.8456
313,110,40,498,0.8267
313,110,40,570,0.8122
313,110,40,666,0.7926
313,110,40,738,0.7749
313,110,40,834,0.7647
313,110,40,906,0.7476
314,110,40,0,1
314,110,40,18,0.979
314,110,40,42,0.9738
314,110,40,66,0.9564
314,110,40,138,0.9103
314,110,40,234,0.887
314,110,40,330,0.8638
314,110,40,402,0.8543
314,110,40,498,0.8332
314,110,40,570,0.819
314,110,40,666,0.7976
314,110,40,738,0.7819
314,110,40,834,0.7709
314,110,40,906,0.7543
315,110,40,0,1
315,110,40,18,0.9843
315,110,40,42,0.9776
315,110,40,66,0.9706
315,110,40,138,0.9233
315,110,40,234,0.898
315,110,40,330,0.8704
315,110,40,402,0.8584
315,110,40,498,0.841
315,110,40,570,0.8286
315,110,40,666,0.808
315,110,40,738,0.7939
315,110,40,834,0.7804
315,110,40,906,0.7687
316,110,40,0,1
316,110,40,18,0.9972
316,110,40,42,0.9926
316,110,40,66,0.9784
316,110,40,138,0.9299
316,110,40,234,0.9007
316,110,40,330,0.8756
316,110,40,402,0.8665
316,110,40,498,0.848
316,110,40,570,0.8322
316,110,40,666,0.8142
316,110,40,738,0.7993
316,110,40,834,0.78
316,110,40,906,0.7695
317,110,40,0,1
317,110,40,18,0.998
317,110,40,42,0.9931
317,110,40,66,0.9778
317,110,40,138,0.9313
317,110,40,234,0.8948
317,110,40,330,0.8709
317,110,40,402,0.8594
317,110,40,498,0.8375
317,110,40,570,0.824
317,110,40,666,0.8056
317,110,40,738,0.7925
317,110,40,834,0.7809
317,110,40,906,0.767
318,110,40,0,1
318,110,40,18,0.989
318,110,40,42,0.9848
318,110,40,66,0.9678
318,110,40,138,0.9229
318,110,40,234,0.8902
318,110,40,330,0.8671
318,110,40,402,0.8568
318,110,40,498,0.8349
318,110,40,570,0.8202
318,110,40,666,0.7995
318,110,40,738,0.7739
318,110,40,834,0.7642
318,110,40,906,0.7473
319,110,40,0,1
319,110,40,18,0.9892
319,110,40,42,0.9867
319,110,40,66,0.9735
319,110,40,138,0.923
319,110,40,234,0.886
319,110,40,330,0.8585
319,110,40,402,0.8514
